0.000000000000000000e+00,2.817325568414296710e-01,5.406408174555975554e-01,7.557495743542582689e-01,9.096319953545183301e-01,9.898214418809326842e-01,9.898214418809327952e-01,9.096319953545184411e-01,7.557495743542582689e-01,5.406408174555974444e-01,2.817325568414296710e-01,1.224646799147353207e-16
0.000000000000000000e+00,2.792694169613466615e-01,5.360238863532584830e-01,7.493953892692639673e-01,9.020639319139250878e-01,9.816403028211908577e-01,9.816611348976186369e-01,9.021148375119776297e-01,7.494500079390016278e-01,5.360601561174382912e-01,2.792837190488789978e-01,1.223415998344189981e-16
0.000000000000000000e+00,2.768202595340159555e-01,5.314321667494281698e-01,7.430749205452974460e-01,8.945353468706448430e-01,9.735016115984426177e-01,9.735433983552967963e-01,8.946374875038275443e-01,7.431845878595889632e-01,5.315050924829007872e-01,2.768490781728559780e-01,1.222185197541026756e-16
0.000000000000000000e+00,2.743850761278261441e-01,5.268656421760933295e-01,7.367881444761827936e-01,8.870462104770814316e-01,9.654053340430709396e-01,9.654681957340049969e-01,8.871999090061946092e-01,7.369532810264551870e-01,5.269756002434416997e-01,2.744286187571147728e-01,1.220954396737863776e-16
0.000000000000000000e+00,2.719638581565706481e-01,5.223242958895313315e-01,7.305350369918178766e-01,8.795964925656452049e-01,9.573514355406622656e-01,9.574354900744423968e-01,8.798020652905003125e-01,7.307560540079773848e-01,5.224716528378456903e-01,2.720223252073705744e-01,1.219723595934700551e-16
0.000000000000000000e+00,2.695565968801204582e-01,5.178081108715717473e-01,7.243155736599165007e-01,8.721861625508562366e-01,9.493398810343310901e-01,9.494452439803641175e-01,8.724439192257584796e-01,7.245928730324959766e-01,5.179932234537799607e-01,2.696301817921842314e-01,1.218492795131537325e-16
0.000000000000000000e+00,2.671632834051042016e-01,5.133170698308656688e-01,7.181297296877663383e-01,8.648151894314620725e-01,9.413706350270610868e-01,9.414974196209905388e-01,8.651254332808850922e-01,7.184637039903473132e-01,5.135402850293557808e-01,2.672521726438512601e-01,1.217261994328374099e-16
0.000000000000000000e+00,2.647839086855939827e-01,5.088511552041699026e-01,7.119774799239981800e-01,8.574835417925738001e-01,9.334436615840633333e-01,9.335919787334329145e-01,8.578465695270244273e-01,7.123685124359072640e-01,5.091128102547006762e-01,2.648882817592958516e-01,1.216031193525211120e-16
0.000000000000000000e+00,2.624184635237968299e-01,5.044103491576386045e-01,7.058587988603722829e-01,8.501911878078149964e-01,9.255589243351490802e-01,9.257288826251338643e-01,8.506072896398868544e-01,7.063072635896473495e-01,5.047107715735364986e-01,2.625384930009682094e-01,1.214800392722047894e-16
0.000000000000000000e+00,2.600669385707535253e-01,4.999946335881270687e-01,6.997736606335760445e-01,8.429380952414889938e-01,9.177163864771211710e-01,9.179080921763251855e-01,8.434075549021025076e-01,7.002799223402009776e-01,5.003341411847668230e-01,2.602027900977474384e-01,1.213569591918884668e-16
0.000000000000000000e+00,2.577293243270421530e-01,4.956039901245066215e-01,6.937220390270365522e-01,8.357242314507589143e-01,9.099160107761786742e-01,9.101295678424983215e-01,8.362473262055869494e-01,6.942864532464414484e-01,4.959828910440722272e-01,2.578811566458470428e-01,1.212338791115721442e-16
0.000000000000000000e+00,2.554056111434881426e-01,4.912384001289881730e-01,6.877039074727455681e-01,8.285495633878443567e-01,9.021577595703382801e-01,9.023932696568905953e-01,8.291265640539201565e-01,6.883268205395699502e-01,4.916569928655125099e-01,2.555735761097255310e-01,1.211107990312558463e-16
0.000000000000000000e+00,2.530957892218798633e-01,4.868978446984565944e-01,6.817192390530973922e-01,8.214140576022311846e-01,8.944415947718691307e-01,8.946991572329852094e-01,8.220452285647378288e-01,6.824009881252138809e-01,4.873564181231356818e-01,2.532800318230001846e-01,1.209877189509395237e-16
0.000000000000000000e+00,2.507998486156901019e-01,4.825823046658147542e-01,6.757680065027400484e-01,8.143176802428960803e-01,8.867674778697438587e-01,8.870471897670259009e-01,8.150032794721362439e-01,6.765089195855358284e-01,4.830811380525958931e-01,2.510005069893650465e-01,1.208646388706232011e-16
0.000000000000000000e+00,2.485177792308027322e-01,4.782917606013381007e-01,6.698501822104387937e-01,8.072603970605456425e-01,8.791353699321027282e-01,8.794373260405446979e-01,8.080006761290879913e-01,6.706505781813525413e-01,4.788311236527769132e-01,2.487349846835119616e-01,1.207415587903068786e-16
0.000000000000000000e+00,2.462495708262451288e-01,4.740261928140369063e-01,6.639657382209503966e-01,8.002421734098681405e-01,8.715452316087325402e-01,8.718695244229025532e-01,8.010373775098699189e-01,6.648259268542614508e-01,4.746063456874224373e-01,2.464834478520558370e-01,1.206184787099905806e-16
0.000000000000000000e+00,2.439952130149257714e-01,4.697855813530294466e-01,6.581146462369116268e-01,7.932629742517982585e-01,8.639970231335580841e-01,8.643437428738439676e-01,7.941133422125026264e-01,6.590349282287794042e-01,4.704067746867734989e-01,2.442458793144627605e-01,1.204953986296742581e-16
0.000000000000000000e+00,2.417546952643772618e-01,4.655699060089238395e-01,6.522968776207372921e-01,7.863227641557972714e-01,8.564907043271481335e-01,8.568599389460633819e-01,7.872285284612010603e-01,6.532775446144882814e-01,4.662323809492119886e-01,2.420222617639815055e-01,1.203723185493579355e-16
0.000000000000000000e+00,2.395280068975041976e-01,4.613791463152084882e-01,6.465124033965317096e-01,7.794215073021424356e-01,8.490262345992342086e-01,8.494180697877844466e-01,7.803828941088362114e-01,6.475537380081903827e-01,4.620831345429105008e-01,2.398125777685785887e-01,1.202492384690416129e-16
0.000000000000000000e+00,2.373151370933363202e-01,4.572132815496510183e-01,6.407611942520089476e-01,7.725591674842317014e-01,8.416035729512403307e-01,8.420180921453508383e-01,7.735763966394064717e-01,6.418634700960716977e-01,4.579590053074873435e-01,2.376168097718757699e-01,1.201261583887253150e-16
0.000000000000000000e+00,2.351160748877865192e-01,4.530722907357064844e-01,6.350432205404259456e-01,7.657357081108987495e-01,8.342226779788278757e-01,8.346599623658290668e-01,7.668089931705203144e-01,6.362067022558738350e-01,4.538599628556680421e-01,2.354349400940911607e-01,1.200030783084089924e-16
0.000000000000000000e+00,2.329308091744137499e-01,4.489561526439340700e-01,6.293584522825256267e-01,7.589510922087412403e-01,8.268835078744498635e-01,8.273436363996219400e-01,7.600806404558885232e-01,6.305833955590737228e-01,4.497859765749530059e-01,2.332669509329827195e-01,1.198799982280926698e-16
0.000000000000000000e+00,2.307593287051904196e-01,4.448648457934203382e-01,6.237068591684898911e-01,7.522052824244589431e-01,8.195860204299184604e-01,8.200690698030943526e-01,7.533912948878258575e-01,6.249935107730710815e-01,4.457370156292886909e-01,2.311128243647946334e-01,1.197569181477763472e-16
0.000000000000000000e+00,2.286016220912748254e-01,4.407983484532126406e-01,6.180884105599037115e-01,7.454982410272052995e-01,8.123301730389839159e-01,8.128362177412086220e-01,7.467409124997617109e-01,6.194370083633836677e-01,4.417130489607458688e-01,2.289725423452064479e-01,1.196338380674600247e-16
0.000000000000000000e+00,2.264576778037876159e-01,4.367566386437586323e-01,6.125030754917282216e-01,7.388299299109473139e-01,8.051159226999229368e-01,8.056450349901702612e-01,7.401294489687616496e-01,6.139138484958485131e-01,4.377140452912013924e-01,2.268460867102845557e-01,1.195107579871437267e-16
